,wap,close,count,high,low,open,volume
2016-04-11 19:31:20,205.22,205.22,0,205.22,205.22,205.22,0
2016-04-11 19:31:25,205.221,205.22,1,205.23,205.22,205.22,12
2016-04-11 19:31:30,205.225,205.23,11,205.23,205.22,205.22,31
2016-04-11 19:31:35,205.24,205.24,10,205.24,205.24,205.24,24
2016-04-11 19:31:40,205.249,205.25,12,205.25,205.24,205.24,22
2016-04-11 19:31:45,205.249,205.25,26,205.25,205.24,205.25,76
2016-04-11 19:31:50,205.245,205.25,1,205.25,205.24,205.25,2
2016-04-11 19:31:55,205.235,205.23,25,205.25,205.22,205.24,77
2016-04-11 19:32:00,205.23,205.23,0,205.23,205.23,205.23,0
2016-04-11 19:32:05,205.212,205.2,54,205.22,205.2,205.22,90
2016-04-11 19:32:10,205.193,205.19,86,205.21,205.19,205.21,233
2016-04-11 19:32:15,205.198,205.2,10,205.2,205.19,205.2,12
2016-04-11 19:32:20,205.195,205.2,2,205.2,205.19,205.2,2
2016-04-11 19:32:25,205.19,205.19,8,205.2,205.19,205.19,21
2016-04-11 19:32:30,205.2,205.2,1,205.2,205.19,205.2,1
2016-04-11 19:32:35,205.194,205.19,3,205.2,205.19,205.2,9
2016-04-11 19:32:40,205.19,205.19,3,205.2,205.19,205.19,12
2016-04-11 19:32:45,205.197,205.2,11,205.2,205.19,205.19,15
2016-04-11 19:32:50,205.191,205.19,28,205.2,205.19,205.2,42
2016-04-11 19:32:55,205.2,205.2,1,205.2,205.2,205.2,1
2016-04-11 19:33:00,205.2,205.2,1,205.2,205.19,205.2,1
2016-04-11 19:33:05,205.19,205.19,1,205.19,205.19,205.19,3
2016-04-11 19:33:10,205.19,205.19,0,205.19,205.19,205.19,0
2016-04-11 19:33:15,205.199,205.2,11,205.2,205.19,205.19,14
2016-04-11 19:33:20,205.197,205.19,12,205.2,205.19,205.2,21
2016-04-11 19:33:25,205.2,205.2,1,205.2,205.2,205.2,1
2016-04-11 19:33:30,205.195,205.19,2,205.2,205.19,205.2,2
2016-04-11 19:33:35,205.19,205.19,55,205.2,205.19,205.2,145
2016-04-11 19:33:40,205.193,205.19,7,205.2,205.19,205.19,7
2016-04-11 19:33:45,205.191,205.19,11,205.2,205.19,205.2,12
2016-04-11 19:33:50,205.2,205.2,1,205.2,205.2,205.2,1
2016-04-11 19:33:55,205.191,205.19,3,205.2,205.19,205.19,12
2016-04-11 19:34:00,205.19,205.19,21,205.19,205.19,205.19,27
2016-04-11 19:34:05,205.191,205.2,9,205.2,205.19,205.19,14
2016-04-11 19:34:10,205.197,205.2,3,205.2,205.19,205.19,3
2016-04-11 19:34:15,205.2,205.2,0,205.2,205.19,205.2,0
2016-04-11 19:34:20,205.19,205.19,4,205.2,205.19,205.19,5
2016-04-11 19:34:25,205.189,205.19,27,205.2,205.18,205.19,34
2016-04-11 19:34:30,205.19,205.19,1,205.19,205.19,205.19,1
2016-04-11 19:34:35,205.19,205.19,17,205.19,205.19,205.19,25
2016-04-11 19:34:40,205.176,205.18,11,205.18,205.17,205.18,19
2016-04-11 19:34:45,205.177,205.18,2,205.18,205.17,205.17,15
2016-04-11 19:34:50,205.17,205.17,23,205.18,205.17,205.18,51
2016-04-11 19:34:55,205.17,205.17,5,205.17,205.17,205.17,5
2016-04-11 19:35:00,205.167,205.16,25,205.17,205.16,205.16,35
2016-04-11 19:35:05,205.169,205.17,16,205.17,205.16,205.17,25
2016-04-11 19:35:10,205.167,205.16,4,205.17,205.16,205.17,6
2016-04-11 19:35:15,205.162,205.17,90,205.17,205.16,205.16,304
2016-04-11 19:35:20,205.17,205.17,5,205.17,205.17,205.17,5
2016-04-11 19:35:25,205.17,205.18,20,205.18,205.16,205.17,27
2016-04-11 19:35:30,205.165,205.16,4,205.17,205.16,205.17,4
2016-04-11 19:35:35,205.183,205.19,110,205.2,205.17,205.17,275
2016-04-11 19:35:40,205.202,205.21,23,205.21,205.18,205.18,54
2016-04-11 19:35:45,205.209,205.21,8,205.21,205.2,205.2,27
2016-04-11 19:35:50,205.217,205.22,15,205.23,205.21,205.21,27
2016-04-11 19:35:55,205.227,205.22,3,205.23,205.22,205.23,3
2016-04-11 19:36:00,205.227,205.22,6,205.23,205.22,205.22,30
2016-04-11 19:36:05,205.212,205.2,15,205.23,205.2,205.22,23
2016-04-11 19:36:10,205.201,205.21,10,205.21,205.2,205.2,19
2016-04-11 19:36:15,205.208,205.21,6,205.21,205.2,205.2,13
2016-04-11 19:36:20,205.212,205.22,19,205.22,205.21,205.21,58
2016-04-11 19:36:25,205.21,205.21,2,205.22,205.21,205.21,3
2016-04-11 19:36:30,205.205,205.2,1,205.21,205.2,205.2,4
2016-04-11 19:36:35,205.218,205.22,37,205.22,205.2,205.21,107
2016-04-11 19:36:40,205.213,205.21,14,205.22,205.21,205.22,18
2016-04-11 19:36:45,205.198,205.19,46,205.21,205.18,205.21,85
2016-04-11 19:36:50,205.198,205.2,4,205.2,205.19,205.2,6
2016-04-11 19:36:55,205.2,205.2,4,205.2,205.2,205.2,4
2016-04-11 19:37:00,205.2,205.2,0,205.2,205.2,205.2,0
2016-04-11 19:37:05,205.198,205.19,11,205.2,205.19,205.2,13
2016-04-11 19:37:10,205.2,205.2,5,205.2,205.2,205.2,5
2016-04-11 19:37:15,205.2,205.2,3,205.2,205.2,205.2,6
2016-04-11 19:37:20,205.201,205.2,15,205.21,205.2,205.2,15
2016-04-11 19:37:25,205.197,205.19,5,205.2,205.19,205.2,6
2016-04-11 19:37:30,205.201,205.2,13,205.21,205.2,205.2,20
2016-04-11 19:37:35,205.199,205.19,93,205.21,205.19,205.2,269
2016-04-11 19:37:40,205.242,205.26,288,205.28,205.19,205.19,614
2016-04-11 19:37:45,205.318,205.35,393,205.37,205.28,205.28,1166
2016-04-11 19:37:50,205.352,205.35,128,205.37,205.34,205.34,306
2016-04-11 19:37:55,205.327,205.33,117,205.34,205.31,205.34,266
2016-04-11 19:38:00,205.344,205.35,61,205.35,205.33,205.33,150
2016-04-11 19:38:05,205.351,205.35,62,205.36,205.35,205.35,134
2016-04-11 19:38:10,205.336,205.33,29,205.35,205.32,205.35,41
2016-04-11 19:38:15,205.322,205.31,13,205.33,205.31,205.33,25
2016-04-11 19:38:20,205.335,205.32,147,205.35,205.32,205.32,443
2016-04-11 19:38:25,205.298,205.27,71,205.31,205.27,205.31,184
2016-04-11 19:38:30,205.26,205.25,28,205.27,205.25,205.27,48
2016-04-11 19:38:35,205.263,205.25,42,205.27,205.25,205.25,72
2016-04-11 19:38:40,205.266,205.27,39,205.27,205.25,205.26,68
2016-04-11 19:38:45,205.263,205.24,26,205.28,205.24,205.27,38
2016-04-11 19:38:50,205.227,205.21,175,205.25,205.2,205.25,350
2016-04-11 19:38:55,205.189,205.19,72,205.21,205.18,205.21,165
2016-04-11 19:39:00,205.185,205.19,68,205.2,205.18,205.19,122
2016-04-11 19:39:05,205.185,205.17,15,205.2,205.17,205.19,20
2016-04-11 19:39:10,205.142,205.15,99,205.17,205.13,205.16,191
2016-04-11 19:39:15,205.143,205.14,34,205.16,205.13,205.15,55
2016-04-11 19:39:20,205.137,205.13,52,205.15,205.13,205.14,166
2016-04-11 19:39:25,205.102,205.09,254,205.13,205.08,205.12,492
2016-04-11 19:39:30,205.072,205.05,219,205.09,205.05,205.09,429
2016-04-11 19:39:35,205.06,205.06,63,205.07,205.05,205.05,121
2016-04-11 19:39:40,205.069,205.06,181,205.08,205.05,205.06,567
2016-04-11 19:39:45,205.051,205.05,17,205.07,205.05,205.06,29
2016-04-11 19:39:50,205.05,205.05,17,205.06,205.05,205.06,22
2016-04-11 19:39:55,205.055,205.07,83,205.08,205.04,205.04,179
2016-04-11 19:40:00,205.051,205.05,66,205.06,205.04,205.06,173
2016-04-11 19:40:05,205.024,204.99,216,205.05,204.99,205.04,439
2016-04-11 19:40:10,204.979,204.98,93,204.99,204.97,204.98,234
2016-04-11 19:40:15,204.961,204.95,63,204.98,204.95,204.97,143
2016-04-11 19:40:20,204.96,204.97,179,204.97,204.94,204.95,455
2016-04-11 19:40:25,204.959,204.96,16,204.96,204.95,204.96,58
2016-04-11 19:40:30,204.954,204.97,31,204.97,204.95,204.95,47
2016-04-11 19:40:35,204.985,205.01,66,205.01,204.97,204.97,105
2016-04-11 19:40:40,205.009,205.0,54,205.02,204.99,205.02,147
2016-04-11 19:40:45,205.01,205.01,24,205.01,205.0,205.01,40
2016-04-11 19:40:50,205.009,205.01,9,205.01,205.0,205.01,11
2016-04-11 19:40:55,205.0,205.01,141,205.01,204.99,205.01,1064
2016-04-11 19:41:00,205.012,205.01,10,205.02,205.01,205.01,39
2016-04-11 19:41:05,205.01,205.01,36,205.02,205.0,205.01,76
2016-04-11 19:41:10,205.015,205.02,2,205.02,205.01,205.01,2
2016-04-11 19:41:15,205.023,205.03,31,205.03,205.01,205.01,53
2016-04-11 19:41:20,205.027,205.02,24,205.04,205.02,205.04,63
2016-04-11 19:41:25,205.018,205.02,3,205.02,205.01,205.02,4
2016-04-11 19:41:30,205.02,205.02,15,205.03,205.01,205.01,20
2016-04-11 19:41:35,205.025,205.04,5,205.04,205.02,205.02,10
2016-04-11 19:41:40,205.04,205.04,0,205.04,205.04,205.04,0
2016-04-11 19:41:45,205.049,205.06,124,205.06,205.03,205.04,445
2016-04-11 19:41:50,205.05,205.05,30,205.06,205.04,205.05,69
2016-04-11 19:41:55,205.054,205.06,10,205.06,205.05,205.05,22
2016-04-11 19:42:00,205.067,205.06,102,205.07,205.05,205.06,307
2016-04-11 19:42:05,205.08,205.09,14,205.09,205.07,205.07,36
2016-04-11 19:42:10,205.089,205.09,19,205.1,205.08,205.09,137
2016-04-11 19:42:15,205.09,205.09,1,205.09,205.09,205.09,1
2016-04-11 19:42:20,205.071,205.08,16,205.08,205.07,205.08,22
2016-04-11 19:42:25,205.071,205.08,9,205.08,205.07,205.07,34
2016-04-11 19:42:30,205.077,205.08,12,205.08,205.07,205.08,40
2016-04-11 19:42:35,205.078,205.08,11,205.08,205.07,205.08,12
2016-04-11 19:42:40,205.073,205.07,27,205.08,205.06,205.08,67
2016-04-11 19:42:45,205.07,205.07,2,205.07,205.07,205.07,2
2016-04-11 19:42:50,205.067,205.06,21,205.08,205.06,205.08,43
2016-04-11 19:42:55,205.064,205.06,7,205.07,205.06,205.06,9
2016-04-11 19:43:00,205.073,205.08,7,205.08,205.07,205.07,12
2016-04-11 19:43:05,205.081,205.09,4,205.09,205.08,205.08,8
2016-04-11 19:43:10,205.091,205.09,28,205.1,205.08,205.09,59
2016-04-11 19:43:15,205.083,205.08,16,205.09,205.07,205.09,42
2016-04-11 19:43:20,205.096,205.09,65,205.1,205.08,205.08,128
2016-04-11 19:43:25,205.095,205.09,2,205.1,205.09,205.09,2
2016-04-11 19:43:30,205.107,205.1,20,205.11,205.1,205.11,37
2016-04-11 19:43:35,205.1,205.1,5,205.11,205.1,205.1,6
2016-04-11 19:43:40,205.073,205.08,28,205.09,205.07,205.09,49
2016-04-11 19:43:45,205.08,205.08,0,205.08,205.08,205.08,0
2016-04-11 19:43:50,205.074,205.06,15,205.08,205.06,205.08,25
2016-04-11 19:43:55,205.076,205.08,9,205.08,205.07,205.07,10
2016-04-11 19:44:00,205.076,205.08,30,205.08,205.07,205.08,85
2016-04-11 19:44:05,205.077,205.07,9,205.08,205.07,205.08,12
2016-04-11 19:44:10,205.086,205.1,33,205.1,205.08,205.08,51
2016-04-11 19:44:15,205.101,205.08,23,205.11,205.08,205.11,47
2016-04-11 19:44:20,205.098,205.11,129,205.13,205.09,205.09,227
2016-04-11 19:44:25,205.116,205.12,50,205.12,205.11,205.11,119
2016-04-11 19:44:30,205.114,205.11,14,205.12,205.1,205.12,22
2016-04-11 19:44:35,205.112,205.11,15,205.12,205.11,205.11,22
2016-04-11 19:44:40,205.098,205.09,6,205.11,205.09,205.11,6
2016-04-11 19:44:45,205.11,205.12,45,205.13,205.09,205.1,107
2016-04-11 19:44:50,205.118,205.11,3,205.12,205.1,205.12,28
2016-04-11 19:44:55,205.104,205.1,1,205.11,205.1,205.1,5
2016-04-11 19:45:00,205.107,205.11,22,205.11,205.1,205.1,73
2016-04-11 19:45:05,205.1,205.1,4,205.1,205.1,205.1,7
2016-04-11 19:45:10,205.093,205.1,12,205.1,205.08,205.1,15
2016-04-11 19:45:15,205.098,205.09,24,205.11,205.09,205.11,45
2016-04-11 19:45:20,205.09,205.09,16,205.1,205.08,205.1,24
2016-04-11 19:45:25,205.108,205.11,5,205.11,205.1,205.1,5
2016-04-11 19:45:30,205.11,205.11,5,205.12,205.11,205.11,5
2016-04-11 19:45:35,205.12,205.12,52,205.12,205.11,205.12,150
2016-04-11 19:45:40,205.105,205.1,14,205.12,205.1,205.12,37
2016-04-11 19:45:45,205.107,205.11,8,205.11,205.1,205.1,25
2016-04-11 19:45:50,205.11,205.11,3,205.11,205.11,205.11,4
2016-04-11 19:45:55,205.11,205.11,8,205.11,205.11,205.11,17
2016-04-11 19:46:00,205.109,205.1,3,205.11,205.1,205.11,15
2016-04-11 19:46:05,205.097,205.09,29,205.1,205.09,205.1,83
2016-04-11 19:46:10,205.063,205.06,77,205.09,205.05,205.09,148
2016-04-11 19:46:15,205.051,205.05,8,205.06,205.05,205.05,26
2016-04-11 19:46:20,205.051,205.05,37,205.06,205.05,205.05,47
2016-04-11 19:46:25,205.061,205.07,15,205.07,205.05,205.05,28
2016-04-11 19:46:30,205.058,205.05,8,205.07,205.05,205.07,8
2016-04-11 19:46:35,205.052,205.05,7,205.06,205.05,205.05,13
2016-04-11 19:46:40,205.05,205.05,1,205.06,205.05,205.05,1
2016-04-11 19:46:45,205.058,205.06,5,205.06,205.05,205.06,5
2016-04-11 19:46:50,205.075,205.08,14,205.08,205.06,205.07,19
2016-04-11 19:46:55,205.086,205.08,3,205.09,205.08,205.08,5
2016-04-11 19:47:00,205.075,205.08,13,205.08,205.07,205.08,24
2016-04-11 19:47:05,205.078,205.08,7,205.08,205.07,205.07,8
2016-04-11 19:47:10,205.085,205.07,11,205.09,205.07,205.08,52
2016-04-11 19:47:15,205.07,205.07,3,205.07,205.07,205.07,3
2016-04-11 19:47:20,205.069,205.06,14,205.07,205.06,205.07,17
2016-04-11 19:47:25,205.066,205.06,31,205.07,205.05,205.06,195
2016-04-11 19:47:30,205.053,205.05,6,205.06,205.05,205.05,10
2016-04-11 19:47:35,205.046,205.05,28,205.05,205.04,205.05,35
2016-04-11 19:47:40,205.053,205.06,23,205.06,205.04,205.04,28
2016-04-11 19:47:45,205.068,205.06,29,205.08,205.06,205.07,48
2016-04-11 19:47:50,205.045,205.04,11,205.05,205.04,205.05,18
2016-04-11 19:47:55,205.037,205.03,18,205.04,205.03,205.04,42
2016-04-11 19:48:00,205.025,205.03,2,205.03,205.02,205.02,2
2016-04-11 19:48:05,205.019,205.02,38,205.03,205.01,205.03,47
2016-04-11 19:48:10,205.008,205.03,16,205.03,205.0,205.01,22
2016-04-11 19:48:15,205.028,205.02,15,205.04,205.02,205.03,21
2016-04-11 19:48:20,205.02,205.02,10,205.03,205.02,205.02,10
2016-04-11 19:48:25,204.996,205.01,63,205.01,204.99,205.01,119
2016-04-11 19:48:30,205.003,205.01,10,205.01,205.0,205.0,33
2016-04-11 19:48:35,205.004,205.01,17,205.01,205.0,205.01,20
2016-04-11 19:48:40,205.01,205.01,0,205.01,205.01,205.01,0
2016-04-11 19:48:45,205.009,205.0,42,205.02,205.0,205.01,71
2016-04-11 19:48:50,205.011,205.02,6,205.02,205.01,205.01,11
2016-04-11 19:48:55,205.02,205.02,62,205.03,205.01,205.02,95
2016-04-11 19:49:00,205.017,205.03,28,205.03,205.01,205.01,48
2016-04-11 19:49:05,205.021,205.02,17,205.03,205.02,205.03,23
2016-04-11 19:49:10,205.022,205.03,111,205.03,205.02,205.02,173
2016-04-11 19:49:15,205.02,205.02,9,205.02,205.02,205.02,9
2016-04-11 19:49:20,205.015,205.01,11,205.02,205.01,205.02,11
2016-04-11 19:49:25,205.003,205.0,2,205.01,205.0,205.0,26
2016-04-11 19:49:30,205.002,205.0,9,205.01,205.0,205.01,11
2016-04-11 19:49:35,205.0,205.0,6,205.0,205.0,205.0,14
2016-04-11 19:49:40,205.0,205.0,2,205.0,205.0,205.0,2
2016-04-11 19:49:45,205.014,205.03,36,205.03,205.0,205.0,56
2016-04-11 19:49:50,205.053,205.08,62,205.08,205.03,205.03,124
2016-04-11 19:49:55,205.076,205.09,62,205.1,205.07,205.07,171
2016-04-11 19:50:00,205.088,205.09,33,205.1,205.08,205.1,71
2016-04-11 19:50:05,205.092,205.09,15,205.1,205.09,205.09,27
2016-04-11 19:50:10,205.09,205.09,10,205.1,205.09,205.09,63
2016-04-11 19:50:15,205.098,205.1,69,205.1,205.09,205.09,149
2016-04-11 19:50:20,205.099,205.1,32,205.1,205.09,205.1,71
2016-04-11 19:50:25,205.104,205.11,38,205.11,205.09,205.11,58
2016-04-11 19:50:30,205.096,205.08,72,205.11,205.08,205.11,143
2016-04-11 19:50:35,205.083,205.08,3,205.1,205.07,205.1,14
2016-04-11 19:50:40,205.065,205.06,77,205.07,205.06,205.07,126
2016-04-11 19:50:45,205.049,205.04,54,205.05,205.04,205.05,93
2016-04-11 19:50:50,205.058,205.06,32,205.07,205.05,205.05,64
2016-04-11 19:50:55,205.073,205.08,7,205.08,205.07,205.07,16
2016-04-11 19:51:00,205.078,205.07,5,205.09,205.07,205.09,6
2016-04-11 19:51:05,205.058,205.05,9,205.07,205.05,205.07,12
2016-04-11 19:51:10,205.06,205.06,2,205.06,205.06,205.06,2
2016-04-11 19:51:15,205.06,205.06,0,205.06,205.06,205.06,0
2016-04-11 19:51:20,205.05,205.05,7,205.05,205.05,205.05,52
2016-04-11 19:51:25,205.048,205.04,13,205.05,205.04,205.05,63
2016-04-11 19:51:30,205.049,205.05,10,205.05,205.04,205.05,13
2016-04-11 19:51:35,205.061,205.08,13,205.08,205.06,205.06,25
2016-04-11 19:51:40,205.077,205.07,7,205.08,205.07,205.08,10
2016-04-11 19:51:45,205.09,205.09,1,205.09,205.09,205.09,1
2016-04-11 19:51:50,205.07,205.07,7,205.07,205.07,205.07,7
2016-04-11 19:51:55,205.078,205.07,17,205.08,205.07,205.07,33
2016-04-11 19:52:00,205.072,205.08,7,205.08,205.07,205.07,10
2016-04-11 19:52:05,205.07,205.07,1,205.08,205.07,205.07,1
2016-04-11 19:52:10,205.064,205.05,45,205.08,205.04,205.07,60
2016-04-11 19:52:15,205.053,205.05,15,205.06,205.04,205.05,54
2016-04-11 19:52:20,205.061,205.07,48,205.07,205.05,205.05,279
2016-04-11 19:52:25,205.064,205.08,14,205.08,205.05,205.07,25
2016-04-11 19:52:30,205.1,205.11,86,205.11,205.08,205.08,178
2016-04-11 19:52:35,205.112,205.09,22,205.12,205.09,205.11,44
2016-04-11 19:52:40,205.088,205.09,19,205.09,205.08,205.09,25
2016-04-11 19:52:45,205.08,205.08,3,205.08,205.08,205.08,4
2016-04-11 19:52:50,205.085,205.08,1,205.09,205.08,205.08,2
2016-04-11 19:52:55,205.07,205.06,16,205.08,205.06,205.08,16
2016-04-11 19:53:00,205.032,205.0,105,205.05,205.0,205.05,226
2016-04-11 19:53:05,205.0,205.0,5,205.01,205.0,205.0,17
2016-04-11 19:53:10,205.013,205.01,45,205.02,205.0,205.01,57
2016-04-11 19:53:15,205.002,205.0,8,205.01,205.0,205.01,13
2016-04-11 19:53:20,205.007,205.01,13,205.01,205.0,205.0,18
2016-04-11 19:53:25,205.012,205.02,5,205.02,205.01,205.01,6
2016-04-11 19:53:30,205.01,205.01,1,205.01,205.01,205.01,1
2016-04-11 19:53:35,205.01,205.01,1,205.01,205.01,205.01,2
2016-04-11 19:53:40,205.023,205.02,25,205.03,205.01,205.01,38
2016-04-11 19:53:45,205.022,205.03,20,205.03,205.02,205.02,65
2016-04-11 19:53:50,205.02,205.03,59,205.03,205.02,205.03,112
2016-04-11 19:53:55,205.02,205.02,1,205.03,205.02,205.02,1
2016-04-11 19:54:00,205.018,205.01,14,205.04,205.0,205.03,47
2016-04-11 19:54:05,205.01,205.01,1,205.01,205.0,205.01,1
2016-04-11 19:54:10,204.999,205.0,79,205.0,204.99,205.0,269
2016-04-11 19:54:15,204.994,204.99,48,205.01,204.98,205.0,133
2016-04-11 19:54:20,204.98,204.98,1,204.99,204.98,204.98,1
2016-04-11 19:54:25,204.988,204.99,5,204.99,204.98,204.98,6
2016-04-11 19:54:30,204.98,204.98,11,204.99,204.98,204.98,31
2016-04-11 19:54:35,204.992,205.0,16,205.0,204.98,204.98,20
2016-04-11 19:54:40,205.0,205.0,8,205.0,205.0,205.0,18
2016-04-11 19:54:45,205.005,205.01,4,205.01,205.0,205.0,4
2016-04-11 19:54:50,205.01,205.01,1,205.01,205.01,205.01,1
2016-04-11 19:54:55,205.017,205.01,27,205.03,205.01,205.01,39
2016-04-11 19:55:00,205.01,205.01,23,205.01,205.0,205.01,40
2016-04-11 19:55:05,205.01,205.01,8,205.01,205.01,205.01,9
2016-04-11 19:55:10,205.01,205.01,0,205.01,205.01,205.01,0
2016-04-11 19:55:15,205.01,205.01,11,205.01,205.0,205.01,15
2016-04-11 19:55:20,205.021,205.03,18,205.04,205.01,205.01,35
2016-04-11 19:55:25,205.051,205.05,38,205.06,205.04,205.04,74
2016-04-11 19:55:30,205.06,205.06,9,205.06,205.05,205.06,11
2016-04-11 19:55:35,205.058,205.05,22,205.06,205.05,205.06,31
2016-04-11 19:55:40,205.05,205.06,15,205.06,205.04,205.05,36
2016-04-11 19:55:45,205.056,205.05,6,205.06,205.05,205.06,34
2016-04-11 19:55:50,205.1,205.1,102,205.12,205.05,205.06,351
2016-04-11 19:55:55,205.118,205.13,68,205.13,205.1,205.12,148
2016-04-11 19:56:00,205.129,205.13,10,205.13,205.12,205.12,23
2016-04-11 19:56:05,205.109,205.1,52,205.13,205.09,205.13,90
2016-04-11 19:56:10,205.101,205.11,20,205.11,205.1,205.1,34
2016-04-11 19:56:15,205.086,205.06,67,205.11,205.06,205.11,88
2016-04-11 19:56:20,205.065,205.07,21,205.08,205.05,205.05,28
2016-04-11 19:56:25,205.075,205.08,2,205.08,205.07,205.07,11
2016-04-11 19:56:30,205.078,205.09,15,205.09,205.07,205.07,26
2016-04-11 19:56:35,205.077,205.08,9,205.08,205.07,205.08,18
2016-04-11 19:56:40,205.076,205.09,7,205.09,205.07,205.08,8
2016-04-11 19:56:45,205.08,205.08,2,205.08,205.08,205.08,2
2016-04-11 19:56:50,205.089,205.09,21,205.09,205.08,205.08,35
2016-04-11 19:56:55,205.082,205.08,8,205.09,205.08,205.09,14
2016-04-11 19:57:00,205.048,205.05,73,205.07,205.03,205.07,196
2016-04-11 19:57:05,205.017,205.01,22,205.03,205.0,205.03,38
2016-04-11 19:57:10,205.016,205.03,38,205.03,205.0,205.01,67
2016-04-11 19:57:15,205.03,205.03,4,205.03,205.03,205.03,5
2016-04-11 19:57:20,205.038,205.04,25,205.04,205.03,205.03,31
2016-04-11 19:57:25,205.04,205.05,20,205.05,205.03,205.03,38
2016-04-11 19:57:30,205.049,205.04,7,205.05,205.04,205.05,7
2016-04-11 19:57:35,205.041,205.04,6,205.05,205.04,205.05,8
2016-04-11 19:57:40,205.03,205.03,2,205.04,205.03,205.03,2
2016-04-11 19:57:45,205.03,205.03,12,205.03,205.03,205.03,14
2016-04-11 19:57:50,205.05,205.05,55,205.07,205.04,205.04,98
2016-04-11 19:57:55,205.05,205.05,2,205.05,205.05,205.05,6
2016-04-11 19:58:00,205.055,205.05,4,205.06,205.05,205.06,4
2016-04-11 19:58:05,205.04,205.05,15,205.05,205.04,205.04,21
2016-04-11 19:58:10,205.045,205.03,3,205.05,205.03,205.05,8
2016-04-11 19:58:15,205.031,205.03,14,205.04,205.02,205.02,47
2016-04-11 19:58:20,205.015,205.0,250,205.04,205.0,205.04,789
2016-04-11 19:58:25,205.001,205.02,10,205.02,204.99,205.0,63
2016-04-11 19:58:30,205.012,205.03,6,205.03,205.01,205.01,36
2016-04-11 19:58:35,205.021,205.02,14,205.03,205.01,205.03,24
2016-04-11 19:58:40,205.013,205.01,3,205.02,205.01,205.02,4
2016-04-11 19:58:45,205.019,205.01,38,205.02,205.01,205.02,63
2016-04-11 19:58:50,205.0,205.0,2,205.0,205.0,205.0,2
2016-04-11 19:58:55,205.0,205.0,14,205.01,205.0,205.0,58
2016-04-11 19:59:00,205.007,205.0,14,205.01,205.0,205.0,47
2016-04-11 19:59:05,205.01,205.01,34,205.03,205.0,205.0,118
2016-04-11 19:59:10,205.015,205.03,72,205.03,205.0,205.01,139
2016-04-11 19:59:15,205.032,205.03,19,205.04,205.02,205.03,36
2016-04-11 19:59:20,205.023,205.02,7,205.03,205.02,205.02,11
2016-04-11 19:59:25,205.03,205.03,1,205.03,205.03,205.03,1
2016-04-11 19:59:30,205.045,205.05,20,205.06,205.03,205.03,98
2016-04-11 19:59:35,205.053,205.05,21,205.06,205.05,205.06,25
2016-04-11 19:59:40,205.045,205.05,52,205.05,205.03,205.05,84
2016-04-11 19:59:45,205.05,205.05,0,205.05,205.05,205.05,0
2016-04-11 19:59:50,205.047,205.05,6,205.05,205.04,205.05,6
2016-04-11 19:59:55,205.045,205.05,37,205.05,205.04,205.04,78
2016-04-11 20:00:00,205.074,205.07,82,205.08,205.06,205.06,128
2016-04-11 20:00:05,205.1,205.12,210,205.13,205.07,205.07,475
2016-04-11 20:00:10,205.122,205.11,83,205.13,205.11,205.13,151
2016-04-11 20:00:15,205.113,205.1,87,205.13,205.1,205.11,202
2016-04-11 20:00:20,205.105,205.11,6,205.11,205.1,205.11,51
2016-04-11 20:00:25,205.103,205.1,3,205.11,205.1,205.11,10
2016-04-11 20:00:30,205.116,205.12,16,205.13,205.11,205.11,19
2016-04-11 20:00:35,205.121,205.12,6,205.13,205.12,205.12,40
2016-04-11 20:00:40,205.108,205.11,20,205.13,205.1,205.13,75
2016-04-11 20:00:45,205.104,205.11,4,205.11,205.1,205.11,5
2016-04-11 20:00:50,205.11,205.11,6,205.11,205.11,205.11,10
2016-04-11 20:00:55,205.123,205.13,11,205.13,205.12,205.12,13
2016-04-11 20:01:00,205.144,205.15,82,205.16,205.13,205.13,230
2016-04-11 20:01:05,205.159,205.16,9,205.16,205.15,205.15,32
2016-04-11 20:01:10,205.198,205.21,128,205.21,205.16,205.16,456
2016-04-11 20:01:15,205.187,205.18,27,205.2,205.17,205.2,67
2016-04-11 20:01:20,205.174,205.17,9,205.18,205.17,205.17,25
2016-04-11 20:01:25,205.181,205.18,71,205.19,205.17,205.17,121
2016-04-11 20:01:30,205.194,205.18,19,205.2,205.18,205.19,31
2016-04-11 20:01:35,205.183,205.2,17,205.2,205.17,205.18,21
2016-04-11 20:01:40,205.185,205.18,33,205.2,205.18,205.19,45
2016-04-11 20:01:45,205.189,205.2,22,205.2,205.17,205.17,32
2016-04-11 20:01:50,205.205,205.21,21,205.21,205.19,205.2,46
2016-04-11 20:01:55,205.213,205.2,97,205.23,205.19,205.2,218
2016-04-11 20:02:00,205.189,205.19,34,205.2,205.18,205.19,111
2016-04-11 20:02:05,205.213,205.21,149,205.22,205.18,205.18,441
2016-04-11 20:02:10,205.234,205.26,147,205.27,205.21,205.21,290
2016-04-11 20:02:15,205.246,205.21,103,205.27,205.21,205.25,184
2016-04-11 20:02:20,205.212,205.22,5,205.22,205.21,205.21,5
2016-04-11 20:02:25,205.231,205.22,24,205.24,205.22,205.23,56
2016-04-11 20:02:30,205.223,205.22,5,205.23,205.22,205.22,28
2016-04-11 20:02:35,205.209,205.2,51,205.22,205.19,205.22,78
2016-04-11 20:02:40,205.197,205.19,4,205.2,205.19,205.2,4
